Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
119,Predrag Drobnjak,C,26,SEA,64,12,18.3,3,6.5,0.461,0,0,0,3,6.4,0.464,0.461,0.9,1.1,0.753,1.2,2.3,3.4,0.8,0.3,0.5,0.8,1.7,6.8,2001-2002,0
120,Chris Dudley,C,36,POR,43,2,7.6,0.5,1.2,0.4,0,0,0,0.5,1.1,0.417,0.4,0.2,0.3,0.533,0.6,1.2,1.9,0.3,0.1,0.3,0.3,1,1.1,2001-2002,0
121,Tim Duncan*,PF,25,SAS,82,82,40.6,9.3,18.3,0.508,0,0.1,0.1,9.3,18.2,0.511,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,2001-2002,1
122,Howard Eisley,PG,29,NYK,39,0,15.6,1.5,4.5,0.337,0.4,1.5,0.241,1.2,3,0.385,0.377,1,1.3,0.796,0.2,1,1.3,2.6,0.6,0.1,1.4,1.4,4.4,2001-2002,0
123,Obinna Ekezie,PF,26,LAC,29,1,5.2,0.4,1.3,0.333,0,0,,0.4,1.3,0.333,0.333,1,1.4,0.7,0.4,0.8,1.2,0.1,0.1,0.2,0.3,0.6,1.9,2001-2002,0
124,LaPhonso Ellis,SF,31,MIA,66,14,25.5,2.9,6.8,0.418,0.6,1.9,0.306,2.3,5,0.46,0.46,0.8,1.3,0.631,1.6,2.7,4.3,0.8,0.5,0.6,1.1,3,7.1,2001-2002,0
125,Evan Eschmeyer,C,26,DAL,31,6,9.6,0.7,1.6,0.42,0,0,,0.7,1.6,0.42,0.42,0.6,1.1,0.606,1.1,2,3.2,0.3,0.3,0.3,0.5,1.9,2,2001-2002,0
126,Maurice Evans,SG,23,MIN,10,0,4.5,0.9,1.9,0.474,0,0.3,0,0.9,1.6,0.563,0.474,0.3,0.4,0.75,0.3,0.1,0.4,0.4,0,0,0.2,0.9,2.1,2001-2002,0
127,Patrick Ewing*,C,39,ORL,65,4,13.9,2.3,5.1,0.444,0,0,0,2.3,5.1,0.446,0.444,1.4,2.1,0.701,0.9,3.1,4,0.5,0.3,0.7,1,2,6,2001-2002,0
128,Danny Ferry,SF,35,SAS,50,2,16,1.5,3.5,0.429,0.9,2,0.434,0.7,1.6,0.423,0.551,0.7,0.7,0.944,0.3,1.5,1.8,1,0.3,0.2,0.4,1.4,4.6,2001-2002,0
129,Michael Finley,SF,28,DAL,69,69,39.9,8.2,17.8,0.463,1.1,3.2,0.339,7.1,14.6,0.491,0.494,3,3.6,0.837,1.3,3.9,5.2,3.3,0.9,0.4,1.7,2.1,20.6,2001-2002,0
130,Derek Fisher,PG,27,LAL,70,35,28.2,3.9,9.5,0.411,2.1,5,0.413,1.9,4.5,0.41,0.52,1.3,1.6,0.847,0.2,1.9,2.1,2.6,0.9,0.1,0.9,1.7,11.2,2001-2002,0
131,Marcus Fizer,PF,23,CHI,76,20,25.8,4.9,11.2,0.438,0.1,0.5,0.171,4.8,10.6,0.451,0.442,2.5,3.7,0.668,1.7,3.9,5.6,1.6,0.6,0.3,1.7,2.4,12.3,2001-2002,0
132,Isaac Fontaine,SG,26,MEM,6,0,12.5,0.5,2.3,0.214,0.2,0.8,0.2,0.3,1.5,0.222,0.25,0.7,1,0.667,0,0.8,0.8,0.7,0,0,0.7,1,1.8,2001-2002,0
133,Alton Ford,PF,20,PHO,53,0,8.5,1.2,2.2,0.517,0,0,,1.2,2.2,0.517,0.517,0.8,1.1,0.737,0.6,1.4,2,0.1,0.1,0.1,0.6,1.9,3.1,2001-2002,0
134,Joseph Forte,SG,20,BOS,8,0,4.9,0.1,1.5,0.083,0,0.4,0,0.1,1.1,0.111,0.083,0.5,0.5,1,0.1,0.6,0.8,0.8,0.3,0,0.4,0.1,0.8,2001-2002,0
135,Danny Fortson,PF,25,GSW,77,76,28.8,4,9.4,0.428,0,0.1,0.25,4,9.3,0.429,0.429,3.2,4,0.795,3.8,7.9,11.7,1.6,0.6,0.2,2.1,3.3,11.2,2001-2002,0
136,Greg Foster,PF,33,MIL,6,0,4,0.3,1.5,0.222,0,0.7,0,0.3,0.8,0.4,0.222,0.5,0.7,0.75,0,1.3,1.3,0.2,0,0,0,0.7,1.2,2001-2002,0
137,Jeff Foster,C,25,IND,82,48,21.8,2.2,4.8,0.449,0,0.2,0.133,2.1,4.6,0.462,0.452,1.4,2.2,0.61,2.5,4.3,6.8,0.9,0.9,0.5,1,2.8,5.7,2001-2002,0
138,Antonis Fotsis,PF,20,MEM,28,1,11.4,1.5,3.7,0.404,0.3,0.8,0.304,1.3,2.9,0.432,0.438,0.6,0.7,0.85,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,2001-2002,0
139,Tremaine Fowlkes,SF,25,LAC,22,17,15.6,1.1,2.9,0.391,0,0,,1.1,2.9,0.391,0.391,1.1,1.4,0.774,1.5,1.5,2.9,0.8,0.5,0,0.6,1.8,3.4,2001-2002,0
140,Rick Fox,SF,32,LAL,82,82,27.9,3.1,7.4,0.421,0.8,2.5,0.313,2.3,4.8,0.479,0.475,0.9,1,0.824,1.1,3.6,4.7,3.5,0.8,0.3,1.6,3,7.9,2001-2002,0
141,Adonal Foyle,C,26,GSW,79,36,18.8,2.2,4.9,0.444,0,0,,2.2,4.9,0.444,0.444,0.5,1.2,0.398,1.9,3,4.9,0.5,0.5,2.1,1,2.3,4.8,2001-2002,0
142,Steve Francis,PG,24,HOU,57,56,41.1,7.4,17.7,0.417,1.2,3.7,0.324,6.2,14,0.442,0.451,5.7,7.4,0.773,1.8,5.2,7,6.4,1.2,0.4,3.9,3,21.6,2001-2002,0
143,Lawrence Funderburke,PF,31,SAC,56,1,12.9,2.1,4.4,0.469,0,0.1,0,2.1,4.3,0.475,0.469,0.6,1,0.607,1.4,2.2,3.5,0.6,0.2,0.3,0.6,1.2,4.7,2001-2002,0
144,Kevin Garnett*,PF,25,MIN,81,81,39.2,8.1,17.3,0.47,0.5,1.4,0.319,7.7,15.9,0.484,0.484,4.4,5.5,0.801,3,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,2001-2002,0
145,Dean Garrett,C,35,TOT,34,0,5.4,0.5,1.6,0.327,0,0,,0.5,1.6,0.327,0.327,0,0.1,0,0.5,1.2,1.7,0.1,0.2,0.3,0.3,0.9,1.1,2001-2002,0
146,Pat Garrity,PF,25,ORL,80,43,30.1,4.1,9.6,0.426,2.1,5,0.427,2,4.6,0.426,0.537,0.8,0.9,0.836,1,3.3,4.2,1.2,0.8,0.4,0.9,2.9,11.1,2001-2002,0
147,Pau Gasol,PF,21,MEM,82,79,36.7,6.7,13,0.518,0,0.1,0.2,6.7,12.9,0.519,0.518,4.1,5.8,0.709,2.9,6,8.9,2.7,0.5,2.1,2.7,2.4,17.6,2001-2002,0
148,Chris Gatling,PF,34,MIA,54,1,15,2.4,5.4,0.447,0,0.1,0.125,2.4,5.3,0.456,0.449,1.5,2.2,0.701,1.3,2.5,3.8,0.5,0.3,0.2,1.1,2,6.4,2001-2002,0
149,Matt Geiger,C,32,PHI,4,0,9,0.3,2,0.125,0,0,,0.3,2,0.125,0.125,0.3,0.5,0.5,0.8,0.8,1.5,0,0,0.5,0.5,0.5,0.8,2001-2002,0
150,Devean George,SF,24,LAL,82,1,21.5,2.6,6.4,0.411,0.8,2.2,0.371,1.8,4.2,0.432,0.474,1,1.5,0.675,1,2.7,3.7,1.4,0.9,0.5,0.8,2.3,7.1,2001-2002,0
151,Eddie Gill,PG,23,MEM,23,5,16.7,1.7,4,0.424,0.3,1,0.318,1.4,3,0.457,0.462,1.3,1.7,0.795,0.3,0.9,1.2,2.1,0.5,0.1,1.5,1.7,5,2001-2002,0
152,Kendall Gill,SG,33,MIA,65,49,21.7,2.5,6.5,0.384,0.1,0.7,0.136,2.4,5.8,0.413,0.391,0.6,1,0.677,0.4,2.4,2.8,1.5,0.7,0.1,0.8,2.2,5.7,2001-2002,0
153,Dion Glover,SG,23,ATL,55,25,21,3.5,8.3,0.421,0.5,1.7,0.33,2.9,6.6,0.444,0.454,1.4,1.9,0.757,0.7,2.4,3.1,1.5,0.8,0.3,1.4,1.6,8.9,2001-2002,0
154,Steve Goodrich,SF,25,NJN,9,0,5.6,0.2,1.1,0.2,0,0,,0.2,1.1,0.2,0.2,0.1,0.2,0.5,0.1,0.4,0.6,0.6,0.1,0.2,0.3,1.1,0.6,2001-2002,0
155,Brian Grant,PF,29,MIA,72,72,31.3,4,8.5,0.469,0,0,0,4,8.4,0.47,0.469,1.4,1.7,0.849,2.3,5.7,8,1.9,0.7,0.4,1.7,3.3,9.3,2001-2002,0
156,Horace Grant,C,36,ORL,76,76,29.1,3.5,6.8,0.513,0,0,,3.5,6.8,0.513,0.513,1.1,1.5,0.721,2.1,4.2,6.3,1.4,0.8,0.6,0.7,1.6,8,2001-2002,0
157,Adrian Griffin,SG,27,DAL,58,34,23.8,3.1,6.2,0.499,0.3,0.9,0.296,2.8,5.3,0.534,0.521,0.7,0.8,0.837,1.2,2.8,3.9,1.8,1.3,0.2,0.7,2.4,7.2,2001-2002,0
158,Eddie Griffin,PF,19,HOU,73,24,26,3.3,9.1,0.366,1.2,3.7,0.33,2.1,5.4,0.392,0.434,0.9,1.2,0.744,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1.6,8.8,2001-2002,0
159,Tom Gugliotta,PF,32,PHO,44,40,25.7,2.9,6.8,0.422,0.1,0.2,0.333,2.8,6.6,0.425,0.427,0.6,0.8,0.757,1.3,3.7,5,1.8,0.9,0.7,1.4,2.6,6.5,2001-2002,0
160,A.J. Guyton,PG,23,CHI,45,6,13.5,2,5.4,0.361,1,2.7,0.374,0.9,2.7,0.347,0.455,0.5,0.6,0.815,0.3,0.7,1,1.8,0.2,0.2,0.8,0.5,5.4,2001-2002,0
161,Darvin Ham,SF,28,MIL,70,2,17.3,1.7,3,0.569,0,0.1,0.143,1.7,2.9,0.583,0.571,0.9,1.8,0.504,1.3,1.6,2.9,1,0.4,0.5,1.2,2.5,4.3,2001-2002,0
162,Richard Hamilton,SG,23,WAS,63,57,35,7.5,17.2,0.435,0.3,0.7,0.381,7.2,16.5,0.438,0.443,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20,2001-2002,0
163,Tang Hamilton,SF,23,MIA,9,2,10.9,1.1,2.1,0.526,0,0.1,0,1.1,2,0.556,0.526,0,0.1,0,0.7,1.3,2,0.6,0.4,0,0.2,1.1,2.2,2001-2002,0
164,Zendon Hamilton,PF,26,DEN,54,15,15.7,1.9,4.5,0.42,0,0,,1.9,4.5,0.42,0.42,2.2,3.4,0.652,2,2.6,4.7,0.3,0.4,0.3,1.1,1.9,6,2001-2002,0
165,Anfernee Hardaway,SG,30,PHO,80,55,30.8,4.9,11.6,0.418,0.3,1,0.277,4.6,10.6,0.432,0.43,2,2.4,0.81,1.2,3.2,4.4,4.1,1.5,0.4,2.4,2.3,12,2001-2002,0
166,Tim Hardaway,PG,35,TOT,68,16,23.5,3.3,9.1,0.365,1.8,5.2,0.347,1.5,3.9,0.387,0.464,1.1,1.4,0.794,0.2,1.6,1.8,4.1,0.8,0.1,1.6,1.6,9.6,2001-2002,0
167,Matt Harpring,SF,25,PHI,81,81,31.4,4.8,10.3,0.461,0.3,0.9,0.304,4.5,9.5,0.475,0.473,2,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,2.5,11.8,2001-2002,0
168,Al Harrington,PF,21,IND,44,1,29.8,5.2,11,0.475,0,0.1,0.333,5.2,10.9,0.476,0.476,2.6,3.3,0.799,2.2,4.1,6.3,1.2,0.9,0.5,1.8,3.8,13.1,2001-2002,0
169,Othella Harrington,PF,28,NYK,77,4,20.3,3.1,5.8,0.527,0,0,0,3.1,5.8,0.529,0.527,1.6,2.2,0.709,1.6,2.9,4.5,0.5,0.4,0.5,1.2,3.2,7.7,2001-2002,0
170,Lucious Harris,SG,31,NJN,74,0,21,3.4,7.3,0.464,0.6,1.6,0.373,2.8,5.7,0.489,0.505,1.8,2.1,0.842,0.7,2.1,2.8,1.6,0.7,0.1,0.8,1.3,9.1,2001-2002,0
171,Jason Hart,PG,23,SAS,10,0,9.2,1,1.9,0.526,0,0.2,0,1,1.7,0.588,0.526,0.6,0.6,1,0.4,0.9,1.3,1.2,0.7,0.1,0.8,1.6,2.6,2001-2002,0
172,Antonio Harvey,PF,31,SEA,5,3,9.4,0.8,2.4,0.333,0,0,,0.8,2.4,0.333,0.333,0.2,0.4,0.5,1,0.8,1.8,1,0.2,0.6,0.6,1.6,1.8,2001-2002,0
173,Donnell Harvey,PF,21,TOT,47,4,17.9,2.3,4.6,0.498,0,0,,2.3,4.6,0.498,0.498,1.1,1.9,0.6,1.7,3.1,4.8,0.8,0.4,0.5,0.7,2.4,5.7,2001-2002,0
174,Trenton Hassell,SG,22,CHI,78,47,28.7,3.4,8.1,0.425,0.8,2.1,0.364,2.7,5.9,0.447,0.473,1.1,1.5,0.763,0.8,2.4,3.3,2.2,0.7,0.6,1.3,2.4,8.7,2001-2002,0
175,Kirk Haston,PF,22,CHH,15,0,5.1,0.7,2.6,0.282,0,0.2,0,0.7,2.4,0.306,0.282,0.3,0.5,0.5,0.3,1,1.3,0.3,0,0.1,0.2,0.6,1.7,2001-2002,0
176,Brendan Haywood,C,22,WAS,62,2,20.4,1.8,3.6,0.493,0,0,,1.8,3.6,0.493,0.493,1.6,2.6,0.606,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,2001-2002,0
177,Alan Henderson,PF,29,ATL,26,1,16.2,2.3,4.5,0.509,0,0,1,2.2,4.4,0.504,0.513,0.9,1.7,0.533,1.2,2.5,3.7,0.4,0.4,0.6,0.8,1.5,5.5,2001-2002,0
178,Cedric Henderson,SF,26,GSW,12,0,5.8,1.3,2.6,0.484,0.2,0.3,0.5,1.1,2.3,0.481,0.516,0.3,0.6,0.571,0.1,0.2,0.3,0.3,0.5,0.2,0.7,0.3,3,2001-2002,0
179,Grant Hill*,SF,29,ORL,14,14,36.6,5.9,13.9,0.426,0,0.1,0,5.9,13.8,0.43,0.426,4.9,5.7,0.863,2.1,6.9,8.9,4.6,0.6,0.3,2.6,2.9,16.8,2001-2002,0
180,Tyrone Hill,PF,33,CLE,26,26,31.2,2.7,7,0.39,0,0,0,2.7,7,0.392,0.39,2.6,4,0.65,3,7.5,10.5,0.9,0.7,0.5,1.8,3.9,8,2001-2002,0
181,Fred Hoiberg,SG,29,CHI,79,8,17.8,1.5,3.7,0.416,0.3,1.2,0.261,1.2,2.5,0.487,0.457,1,1.2,0.84,0.2,2.4,2.7,1.7,0.8,0.1,0.4,1.1,4.4,2001-2002,0
182,Robert Horry,PF,31,LAL,81,23,26.4,2.3,5.7,0.398,0.9,2.5,0.374,1.3,3.2,0.416,0.48,1.3,1.7,0.783,1.6,4.3,5.9,2.9,1,1.1,1.1,2.6,6.8,2001-2002,0
183,Eddie House,PG,23,MIA,64,3,19.2,3.3,8.2,0.399,0.8,2.5,0.344,2.4,5.7,0.422,0.45,0.7,0.8,0.857,0.3,1.5,1.7,1.9,0.7,0.1,1.3,1.5,8,2001-2002,0
184,Allan Houston,SG,30,NYK,77,77,37.8,7.4,16.9,0.437,1.8,4.5,0.393,5.6,12.4,0.452,0.489,3.8,4.4,0.87,0.5,2.8,3.3,2.5,0.7,0.1,2.2,2.4,20.4,2001-2002,0
185,Juwan Howard,PF,28,TOT,81,72,32.5,5.7,12.4,0.46,0,0,0,5.7,12.4,0.461,0.46,3.2,4.2,0.761,2.8,4.8,7.6,2.1,0.6,0.6,1.9,3.3,14.6,2001-2002,0
186,Troy Hudson,PG,25,ORL,81,4,22.9,4.4,10.1,0.434,0.8,2.3,0.353,3.6,7.8,0.459,0.475,2.2,2.5,0.876,0.4,1.4,1.8,3.1,0.7,0.1,2,1.5,11.7,2001-2002,0
187,Larry Hughes,SG,23,GSW,73,56,28.1,4.7,11.1,0.423,0.2,1.3,0.194,4.5,9.8,0.453,0.435,2.6,3.5,0.737,1.1,2.2,3.4,4.3,1.5,0.3,2.3,2.1,12.3,2001-2002,0
188,Lindsey Hunter,PG,31,LAL,82,47,19.7,2.3,6,0.382,1,2.5,0.38,1.3,3.4,0.383,0.462,0.2,0.5,0.5,0.2,1.3,1.5,1.6,0.8,0.2,0.7,1.5,5.8,2001-2002,0
189,Steven Hunter,C,20,ORL,53,21,9.7,1.3,2.8,0.456,0,0,,1.3,2.8,0.456,0.456,1,1.8,0.585,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1.5,3.6,2001-2002,0
190,Zydrunas Ilgauskas,C,26,CLE,62,23,21.4,3.9,9.1,0.425,0,0.1,0,3.9,9.1,0.429,0.425,3.4,4.5,0.754,2.2,3.2,5.4,1.1,0.3,1.4,1.5,3,11.1,2001-2002,0
191,Allen Iverson*,SG,26,PHI,60,59,43.7,11.1,27.8,0.398,1.3,4.5,0.291,9.8,23.4,0.419,0.422,7.9,9.8,0.812,0.7,3.8,4.5,5.5,2.8,0.2,4,1.7,31.4,2001-2002,0
192,Bobby Jackson,PG,28,SAC,81,3,21.6,4.1,9.3,0.443,1,2.7,0.361,3.1,6.6,0.477,0.495,1.8,2.3,0.81,1,2.1,3.1,2,0.9,0.1,1.1,1.8,11.1,2001-2002,0
193,Jaren Jackson,SG,34,ORL,9,0,16,1.7,4.1,0.405,0.8,2.2,0.35,0.9,1.9,0.471,0.5,0.2,0.4,0.5,0.1,1.8,1.9,0.9,0.6,0,0.9,1.4,4.3,2001-2002,0
194,Jermaine Jackson,SG,25,TOR,24,0,11.7,0.8,1.8,0.476,0,0.1,0.5,0.8,1.7,0.475,0.488,0.7,1,0.667,0.1,1,1.1,2.4,0.4,0,0.6,1,2.4,2001-2002,0
195,Jim Jackson,SF,31,MIA,55,19,33.2,4.3,9.8,0.442,0.7,1.5,0.469,3.6,8.3,0.438,0.478,1.4,1.6,0.862,1,4.3,5.3,2.5,0.8,0.3,1.9,2.6,10.7,2001-2002,0
196,Marc Jackson,C,27,TOT,39,0,12.7,1.5,4.2,0.366,0,0,0,1.5,4.2,0.368,0.366,1.7,2.1,0.825,1.2,2.1,3.3,0.4,0.3,0.2,0.8,1.8,4.8,2001-2002,0
197,Mark Jackson,PG,36,NYK,82,82,28.9,3.2,7.2,0.439,1,2.4,0.405,2.2,4.8,0.456,0.506,1.1,1.3,0.791,0.7,3.1,3.8,7.4,0.9,0,1.8,2,8.4,2001-2002,0
198,Stephen Jackson,SF,23,SAS,23,1,9.9,1.5,4,0.374,0.4,1.6,0.25,1.1,2.4,0.455,0.423,0.5,0.7,0.706,0.1,1,1.1,0.5,0.7,0.1,1,1.3,3.9,2001-2002,0
199,Jerome James,C,26,SEA,56,40,16.9,2.4,4.9,0.491,0,0,,2.4,4.9,0.491,0.491,0.5,1.1,0.5,1.6,2.6,4.1,0.4,0.4,1.5,1.3,3.1,5.3,2001-2002,0
200,Mike James,PG,26,MIA,15,0,7.9,1,2.9,0.349,0.5,1.4,0.381,0.5,1.5,0.318,0.442,0.3,0.5,0.571,0.1,0.8,0.9,1.3,0.4,0.1,0.9,1.1,2.8,2001-2002,0
201,Tim James,SF,25,PHI,9,0,4.6,0.6,1.4,0.385,0,0,,0.6,1.4,0.385,0.385,0.2,0.7,0.333,0.6,0.2,0.8,0.1,0,0.1,0.3,0.6,1.3,2001-2002,0
202,Antawn Jamison,SF,25,GSW,82,82,37,7.5,16.8,0.447,0.8,2.6,0.324,6.7,14.2,0.469,0.471,3.9,5.4,0.734,2.6,4.2,6.8,2,0.9,0.5,2,2.3,19.7,2001-2002,0
203,Harold Jamison,PF,25,LAC,25,2,7,0.9,1.7,0.512,0,0,,0.9,1.7,0.512,0.512,0.4,0.6,0.667,1,0.6,1.6,0.2,0.2,0,0.2,0.9,2.2,2001-2002,0
204,Richard Jefferson,SF,21,NJN,79,9,24.3,3.4,7.5,0.457,0.2,0.7,0.232,3.3,6.8,0.48,0.468,2.4,3.4,0.713,1.1,2.6,3.7,1.8,0.8,0.6,1.4,2.7,9.4,2001-2002,0
205,Anthony Johnson,SG,27,NJN,34,0,10.8,1.1,2.6,0.411,0.1,0.4,0.333,1,2.3,0.423,0.433,0.5,0.7,0.64,0.3,0.6,0.9,1.4,0.9,0,0.6,0.9,2.8,2001-2002,0
206,Avery Johnson,PG,36,TOT,68,13,19.9,3,6.4,0.479,0,0.1,0,3,6.3,0.485,0.479,1.8,2.4,0.742,0.2,0.8,1,4.2,0.6,0.1,1.1,1.3,7.9,2001-2002,0
207,DerMarr Johnson,SF,21,ATL,72,46,24,3,7.5,0.396,1.2,3.4,0.36,1.7,4.1,0.427,0.479,1.2,1.5,0.81,0.8,2.6,3.4,1.1,0.9,0.8,1.4,2.3,8.4,2001-2002,0
208,Ervin Johnson,C,34,MIL,81,9,20.5,1.1,2.4,0.461,0,0,0,1.1,2.4,0.464,0.461,0.4,0.8,0.455,1.8,4,5.8,0.3,0.5,1,0.6,2.7,2.6,2001-2002,0
209,Joe Johnson,SG,20,TOT,77,60,24.9,3.3,7.6,0.43,0.5,1.7,0.292,2.8,5.9,0.469,0.462,0.5,0.7,0.774,1,2.4,3.3,2.3,0.8,0.3,0.9,1.5,7.5,2001-2002,0
210,Alvin Jones,C,23,PHI,23,2,5.5,0.3,0.9,0.4,0,0,,0.3,0.9,0.4,0.4,0.4,0.9,0.5,0.6,1,1.6,0.1,0.1,0.4,0.5,1.5,1.1,2001-2002,0
211,Damon Jones,PG,25,DET,67,0,16.2,1.7,4.2,0.401,1,2.8,0.371,0.7,1.5,0.459,0.523,0.6,0.9,0.729,0.2,1.3,1.5,2.1,0.3,0,0.9,1.2,5.1,2001-2002,0
212,Eddie Jones,SG,30,MIA,81,81,39,6.4,14.8,0.432,1.8,4.7,0.39,4.5,10.1,0.451,0.494,3.7,4.4,0.837,0.8,3.9,4.7,3.2,1.4,1,1.8,3.2,18.3,2001-2002,0
213,Jumaine Jones,PF,22,CLE,81,36,26.4,3.5,7.9,0.448,0.6,2.1,0.31,2.9,5.8,0.498,0.489,0.6,0.8,0.662,1.5,4.5,6,1.4,0.9,0.6,1,2.3,8.3,2001-2002,0
214,Popeye Jones,PF,31,WAS,79,40,24.3,2.8,6.4,0.437,0.1,0.1,0.364,2.8,6.3,0.439,0.441,1.3,1.6,0.815,2.9,4.4,7.3,1.6,0.6,0.2,1.1,2.6,7,2001-2002,0
215,Michael Jordan*,SF,38,WAS,60,53,34.9,9.2,22.1,0.416,0.2,0.9,0.189,9,21.2,0.426,0.42,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2,22.9,2001-2002,0
216,Shawn Kemp,PF,32,POR,75,5,16.4,2.3,5.4,0.43,0,0.1,0,2.3,5.4,0.434,0.43,1.4,1.7,0.794,1.2,2.6,3.8,0.7,0.6,0.4,1.1,2.5,6.1,2001-2002,0
217,Steve Kerr,PG,36,POR,65,0,11.9,1.6,3.3,0.47,0.4,1,0.394,1.2,2.3,0.503,0.53,0.6,0.6,0.975,0.1,0.8,0.9,1,0.2,0,0.4,0.8,4.1,2001-2002,0
218,Jason Kidd*,PG,28,NJN,82,82,37.3,5.4,13.9,0.391,1.4,4.4,0.321,4,9.4,0.424,0.442,2.5,3,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,2001-2002,0
219,Andrei Kirilenko,SF,20,UTA,82,40,26.2,3.5,7.7,0.45,0.3,1.2,0.25,3.2,6.5,0.488,0.47,3.5,4.5,0.768,1.8,3.1,4.9,1.1,1.4,1.9,1.3,1.9,10.7,2001-2002,0
220,Kerry Kittles,SG,27,NJN,82,82,31.7,5.3,11.5,0.466,1.2,3,0.405,4.1,8.5,0.487,0.518,1.6,2.1,0.744,0.8,2.5,3.4,2.6,1.6,0.4,1.3,1.3,13.4,2001-2002,0
221,Brevin Knight,PG,26,MEM,53,11,21.7,2.7,6.3,0.422,0,0.2,0.25,2.6,6.2,0.426,0.425,1.6,2.2,0.757,0.2,1.8,2.1,5.7,1.5,0.1,2.1,2.5,7,2001-2002,0
222,Travis Knight,C,27,NYK,49,0,8.8,0.8,2.3,0.363,0,0,,0.8,2.3,0.363,0.363,0.3,0.4,0.762,1,1.1,2.1,0.2,0.2,0.2,0.6,1.9,2,2001-2002,0
223,Toni Kukoč*,SF,33,ATL,59,9,25.3,3.6,8.5,0.419,0.9,2.9,0.31,2.7,5.6,0.474,0.471,1.8,2.6,0.712,0.7,3,3.7,3.6,0.8,0.3,1.9,1.5,9.9,2001-2002,0
224,Christian Laettner,PF,32,WAS,57,48,25.3,2.9,6.4,0.464,0,0.2,0.2,2.9,6.2,0.472,0.467,1.2,1.3,0.868,1.3,4,5.3,2.6,1.1,0.4,1.5,2.3,7.1,2001-2002,0
225,Raef LaFrentz,C,25,TOT,78,76,31.5,5.4,11.8,0.458,1.3,3.4,0.388,4.1,8.4,0.486,0.514,1.3,1.9,0.695,2.3,5.2,7.4,1.1,0.7,2.7,1.2,3.6,13.5,2001-2002,0
226,Trajan Langdon,SG,25,CLE,44,0,10.8,1.6,4,0.398,0.6,1.7,0.365,1,2.3,0.422,0.474,1,1,0.913,0.3,1,1.3,1.4,0.3,0.1,0.9,1.1,4.8,2001-2002,0
227,Dan Langhi,SF,24,HOU,34,8,12.8,1.4,3.7,0.392,0,0.1,0.25,1.4,3.6,0.397,0.396,0.2,0.3,0.727,0.6,1.3,2,0.4,0.2,0.1,0.3,0.7,3.1,2001-2002,0
228,Rusty LaRue,PG,28,UTA,33,0,16.4,2.2,5.6,0.395,0.5,1.5,0.34,1.7,4.1,0.415,0.441,0.9,1.1,0.857,0.3,1.2,1.5,2.2,0.5,0.2,1.3,1.8,5.8,2001-2002,0
229,Voshon Lenard,SG,28,DEN,71,19,23.5,4.4,10.8,0.41,1.3,3.4,0.371,3.2,7.5,0.427,0.467,1.3,1.7,0.783,0.5,2,2.6,1.8,0.8,0.4,1.3,1.5,11.5,2001-2002,0
230,Quincy Lewis,SG,24,UTA,36,19,13.6,1.8,4,0.448,0.1,0.5,0.167,1.7,3.5,0.488,0.458,0.4,0.6,0.65,0.3,0.9,1.2,1,0.6,0.3,0.9,2.5,4,2001-2002,0
231,Rashard Lewis,SF,22,SEA,71,70,36.4,6.4,13.7,0.468,1.7,4.5,0.389,4.7,9.2,0.506,0.531,2.3,2.8,0.81,2,5.1,7,1.7,1.5,0.6,1.4,2.5,16.8,2001-2002,0
232,Randy Livingston,PG,26,SEA,13,0,13.5,1.2,4.2,0.278,0.1,0.6,0.125,1.1,3.5,0.304,0.287,0.8,0.8,0.909,0.7,1.2,1.9,2,0.7,0.2,0.2,0.8,3.2,2001-2002,0
233,Art Long,PF,29,SEA,63,27,15.7,1.9,3.9,0.492,0,0,,1.9,3.9,0.492,0.492,0.7,1.3,0.529,1.7,2.3,4,0.7,0.3,0.4,1,2.9,4.5,2001-2002,0
234,Grant Long,PF,35,MEM,66,56,28.3,2.5,5.8,0.426,0,0.3,0.176,2.4,5.6,0.438,0.43,1.3,1.9,0.699,0.5,3,3.5,2.1,1,0.2,1.6,1.9,6.3,2001-2002,0
235,Felipe López,SG,27,MIN,67,0,8.7,0.9,2.3,0.378,0.2,0.5,0.424,0.7,1.8,0.366,0.423,0.6,0.8,0.673,0.4,0.8,1.2,0.6,0.3,0,0.5,1.1,2.5,2001-2002,0
