Player,Pos,FG%,3P,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
Andrew Wiggins\wiggian01,SF,.438,1.4,.481,.643,4.4,2.0,1.1,0.6,1.7,17.7
Jacob Wiley\wileyja01,PF,.250,0.2,.375,.500,2.2,0.4,0.2,0.0,0.0,0.8
Damien Wilkins\wilkida02,SF,.333,0.2,.385,.750,0.8,0.5,0.1,0.1,0.3,1.7
Alan Williams\willial03,PF,.389,0.0,.389,.667,4.4,1.6,1.0,0.2,1.4,4.0
C.J. Williams\willicj01,SG,.442,0.6,.497,.813,1.5,1.1,0.8,0.3,0.5,5.5
Derrick Williams\willide02,PF,.250,0.0,.250,,0.5,0.0,0.0,0.0,0.0,1.0
Lou Williams\willilo02,SG,.435,2.4,.505,.880,2.5,5.3,1.1,0.2,3.0,22.6
Marvin Williams\willima02,PF,.458,1.6,.570,.829,4.7,1.2,0.7,0.5,0.8,9.5
Matt Williams\willima05,SG,.333,0.3,.417,,0.3,0.0,0.0,0.0,0.3,1.7
Troy Williams\willitr02,SF,.468,0.5,.518,.667,3.0,0.8,1.0,0.2,0.9,6.3
D.J. Wilson\wilsodj01,PF,.563,0.1,.625,.500,0.5,0.1,0.1,0.0,0.2,1.0
Jamil Wilson\wilsoja02,SF,.469,1.8,.636,.500,2.1,0.7,0.3,0.5,0.5,7.0
Justise Winslow\winslju01,PF,.424,0.7,.474,.635,5.4,2.2,0.8,0.5,1.1,7.8
Jeff Withey\witheje01,C,.375,0.2,.438,.500,1.1,0.0,0.0,0.3,0.2,1.7
Nate Wolters\woltena01,PG,.167,0.0,.167,,0.4,0.2,0.0,0.0,0.0,0.4
Brandan Wright\wrighbr03,PF,.578,0.0,.578,.636,3.4,0.5,0.5,0.9,0.3,5.0
Delon Wright\wrighde01,PG,.465,0.8,.530,.829,2.9,2.9,1.0,0.5,1.1,8.0
Guerschon Yabusele\yabusgu01,PF,.426,0.4,.525,.682,1.6,0.5,0.1,0.2,0.4,2.4
James Young\youngja01,SG,.357,0.5,.464,.667,0.3,0.3,0.0,0.0,0.2,2.8
Joe Young\youngjo01,PG,.430,0.5,.497,.759,1.2,0.7,0.3,0.0,0.5,3.9
Nick Young\youngni01,SG,.412,1.5,.538,.862,1.6,0.5,0.5,0.1,0.5,7.3
Thaddeus Young\youngth01,PF,.487,0.7,.521,.598,6.3,1.9,1.7,0.4,1.3,11.8
Cody Zeller\zelleco01,C,.545,0.1,.551,.718,5.4,0.9,0.4,0.6,1.0,7.1
Tyler Zeller\zellety01,C,.560,0.2,.575,.722,4.6,0.7,0.2,0.5,0.7,6.7
Paul Zipser\zipsepa01,SF,.346,0.7,.425,.760,2.4,0.9,0.4,0.3,0.8,4.0
Ante Žižić\zizican01,C,.731,0.0,.731,.724,1.9,0.2,0.1,0.4,0.3,3.7
Ivica Zubac\zubaciv01,C,.500,0.0,.500,.765,2.9,0.6,0.2,0.3,0.6,3.7
